age,cefr,filename,gender,lang,num_tokens,split,testlevel,title,topic
18,N/A,s0237,kvinne,albansk,205,N/A,Språkprøven,En bok du har lest,litteratur bok 
18,N/A,s0238,kvinne,albansk,214,N/A,Språkprøven,Viktige verdier i livet,verdier 
25,N/A,s0239,mann,albansk,259,N/A,Språkprøven,En interesse du har,interesse 
18,N/A,s0240,kvinne,albansk,427,N/A,Språkprøven,En interesse du har,interesse 
20,N/A,s0241,kvinne,albansk,346,N/A,Språkprøven,En bok du har lest,litteratur bok 
25,N/A,s0242,kvinne,albansk,329,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
29,N/A,s0243,mann,albansk,464,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
40,N/A,s0244,mann,albansk,179,N/A,Språkprøven,En hyggelig opplevelse,opplevelse 
30,N/A,s0245,mann,albansk,311,N/A,Språkprøven,En bok du har lest,litteratur bok 
59,N/A,s0246,mann,albansk,332,N/A,Språkprøven,En bok du har lest,litteratur bok 
32,N/A,s0247,mann,albansk,333,N/A,Språkprøven,Barneoppdragelse,barn 
27,N/A,s0248,kvinne,albansk,408,N/A,Språkprøven,Før og nå,tid 
38,N/A,s0249,kvinne,albansk,310,N/A,Språkprøven,Barneoppdragelse,barn 
34,N/A,s0250,kvinne,albansk,224,N/A,Språkprøven,Barneoppdragelse,barn 
21,N/A,s0251,kvinne,albansk,204,N/A,Språkprøven,Før og nå,tid 
31,N/A,s0252,kvinne,albansk,279,N/A,Språkprøven,Før og nå,tid 
35,N/A,s0253,mann,albansk,191,N/A,Språkprøven,Før og nå,tid 
27,N/A,s0254,mann,albansk,215,N/A,Språkprøven,Gjenbruk,miljø 
32,N/A,s0255,kvinne,albansk,209,N/A,Språkprøven,Flytting,familie flytting 
30,N/A,s0256,kvinne,albansk,198,N/A,Språkprøven,Flytting,familie flytting 
43,N/A,s0257,kvinne,albansk,181,N/A,Språkprøven,Et yrke,arbeid yrke 
21,N/A,s0258,mann,albansk,199,N/A,Språkprøven,Et yrke,arbeid yrke 
22,N/A,s0259,mann,albansk,236,N/A,Språkprøven,Flytting,familie flytting 
26,N/A,s0260,mann,albansk,275,N/A,Språkprøven,Et yrke,arbeid yrke 
43,N/A,s0261,mann,albansk,281,N/A,Språkprøven,Et yrke,arbeid yrke 
28,N/A,s0262,mann,albansk,350,N/A,Språkprøven,Et yrke,arbeid yrke 
21,N/A,s0263,kvinne,albansk,211,N/A,Språkprøven,Et yrke,arbeid yrke 
34,N/A,s0264,mann,albansk,234,N/A,Språkprøven,Flytting,familie flytting 
24,N/A,s0265,mann,albansk,313,N/A,Språkprøven,Flytting,familie flytting 
27,N/A,s0266,mann,albansk,266,N/A,Språkprøven,Den norske naturen,natur norge 
32,N/A,s0267,mann,albansk,362,N/A,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
24,N/A,s0268,mann,albansk,247,N/A,Språkprøven,En religion du kjenner,religion 
41,N/A,s0269,kvinne,albansk,287,N/A,Språkprøven,Den norske naturen,natur norge 
37,N/A,s0270,mann,albansk,417,N/A,Språkprøven,Den norske naturen,natur norge 
41,N/A,s0271,mann,albansk,233,N/A,Språkprøven,Den norske naturen,natur norge 
42,N/A,s0272,kvinne,albansk,316,N/A,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
40,N/A,s0273,mann,albansk,323,N/A,Språkprøven,Den norske naturen,natur norge 
25,N/A,s0274,kvinne,albansk,279,N/A,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
32,N/A,s0275,mann,albansk,244,N/A,Språkprøven,Den norske naturen,natur norge 
38,N/A,s0276,kvinne,albansk,248,N/A,Språkprøven,Den norske naturen,natur norge 
35,N/A,s0277,mann,albansk,388,N/A,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
22,N/A,s0278,mann,albansk,191,N/A,Språkprøven,Den norske naturen,natur norge 
31,N/A,s0279,kvinne,albansk,284,N/A,Språkprøven,Fremmedspråkslæring,utdannelse språk 
26,N/A,s0280,mann,albansk,311,N/A,Språkprøven,Barneoppdragelse,barn 
25,N/A,s0281,mann,albansk,247,N/A,Språkprøven,Fremmedspråkslæring,utdannelse språk 
26,N/A,s0282,kvinne,albansk,478,N/A,Språkprøven,Barneoppdragelse,barn 
42,N/A,s0283,kvinne,albansk,305,N/A,Språkprøven,Fremmedspråkslæring,utdannelse språk 
23,N/A,s0284,kvinne,albansk,188,N/A,Språkprøven,Barneoppdragelse,barn 
34,N/A,s0285,mann,albansk,287,N/A,Språkprøven,Fremmedspråkslæring,utdannelse språk 
38,N/A,s0286,kvinne,albansk,243,N/A,Språkprøven,Kultur og idrett,idrett/sport kultur 
22,N/A,s0287,kvinne,albansk,236,N/A,Språkprøven,Barneoppdragelse,barn 
27,B1,s0288,kvinne,engelsk,220,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
44,B1/B2,s0289,mann,engelsk,310,train,Språkprøven,Bomiljø,bolig 
18,B1,s0290,kvinne,engelsk,228,train,Språkprøven,Bomiljø,bolig 
28,B1,s0291,mann,engelsk,358,train,Språkprøven,Bomiljø,bolig 
31,B1,s0292,mann,engelsk,235,train,Språkprøven,Bomiljø,bolig 
37,A2/B1,s0293,mann,engelsk,516,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
58,B2,s0294,mann,engelsk,302,train,Språkprøven,Bomiljø,bolig 
36,B1,s0295,kvinne,engelsk,225,train,Språkprøven,Bomiljø,bolig 
24,B1,s0296,kvinne,engelsk,445,train,Språkprøven,Bomiljø,bolig 
52,B1,s0297,kvinne,engelsk,375,train,Språkprøven,Bomiljø,bolig 
22,B1/B2,s0298,kvinne,engelsk,380,train,Språkprøven,Bomiljø,bolig 
26,B1,s0299,kvinne,engelsk,261,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
38,B1/B2,s0300,mann,engelsk,249,train,Språkprøven,Bomiljø,bolig 
32,B1,s0301,mann,engelsk,267,train,Språkprøven,Bomiljø,bolig 
26,B1,s0302,mann,engelsk,273,train,Språkprøven,Bomiljø,bolig 
37,A2/B1,s0303,mann,engelsk,218,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
30,B1,s0304,mann,engelsk,244,train,Språkprøven,Bomiljø,bolig 
33,B1,s0305,kvinne,engelsk,364,train,Språkprøven,Bomiljø,bolig 
30,B1/B2,s0306,kvinne,engelsk,387,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
48,B1,s0307,mann,engelsk,245,train,Språkprøven,Bomiljø,bolig 
32,A2/B1,s0308,kvinne,engelsk,311,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
24,B1,s0309,mann,engelsk,273,train,Språkprøven,Bomiljø,bolig 
34,B1/B2,s0310,kvinne,engelsk,400,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
-1,B1,s0311,mann,engelsk,442,train,Språkprøven,Bomiljø,bolig 
46,B1/B2,s0312,kvinne,engelsk,345,train,Språkprøven,Bomiljø,bolig 
32,B1,s0313,kvinne,engelsk,424,train,Språkprøven,Bomiljø,bolig 
46,B1,s0314,kvinne,engelsk,263,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
21,B1,s0315,kvinne,engelsk,253,train,Språkprøven,Bomiljø,bolig 
53,B1,s0316,mann,engelsk,224,train,Språkprøven,Bomiljø,bolig 
22,B1,s0317,mann,engelsk,558,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
26,B1,s0318,kvinne,engelsk,390,train,Språkprøven,Bomiljø,bolig 
50,B1,s0319,mann,engelsk,355,train,Språkprøven,Bomiljø,bolig 
44,B1,s0320,mann,engelsk,300,train,Språkprøven,Bomiljø,bolig 
31,B1,s0321,kvinne,engelsk,258,train,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
24,A2/B1,s0322,mann,engelsk,353,train,Språkprøven,Bomiljø,bolig 
23,N/A,s0323,kvinne,albansk,200,N/A,Språkprøven,Nyheter,media 
23,B1/B2,s0324,kvinne,engelsk,193,train,Språkprøven,Mobiltelefoner,telefon 
52,A2/B1,s0325,mann,engelsk,192,train,Språkprøven,Mobiltelefoner,telefon 
32,B1,s0326,mann,engelsk,261,train,Språkprøven,Nyheter,media 
42,A2/B1,s0327,mann,engelsk,215,train,Språkprøven,Mobiltelefoner,telefon 
63,B1,s0328,mann,engelsk,241,train,Språkprøven,Nyheter,media 
28,B1,s0329,kvinne,engelsk,404,train,Språkprøven,Mobiltelefoner,telefon 
43,A2/B1,s0330,mann,engelsk,264,train,Språkprøven,Mobiltelefoner,telefon 
26,B1/B2,s0331,kvinne,engelsk,262,train,Språkprøven,Mobiltelefoner,telefon 
38,B2,s0332,mann,engelsk,264,train,Språkprøven,Mobiltelefoner,telefon 
49,B1,s0333,kvinne,engelsk,313,train,Språkprøven,Nyheter,media 
35,B1/B2,s0334,kvinne,engelsk,226,train,Språkprøven,Mobiltelefoner,telefon 
34,A2,s0335,mann,engelsk,378,train,Språkprøven,Mobiltelefoner,telefon 
34,A2,s0336,mann,engelsk,319,train,Språkprøven,Viktige verdier i livet,verdier 
40,B1,s0337,mann,engelsk,324,train,Språkprøven,Nyheter,media 
50,B1,s0338,kvinne,engelsk,306,train,Språkprøven,Mobiltelefoner,telefon 
40,B1,s0339,kvinne,engelsk,216,train,Språkprøven,Nyheter,media 
37,A2/B1,s0340,kvinne,engelsk,399,train,Språkprøven,Viktige verdier i livet,verdier 
28,B1,s0341,kvinne,engelsk,357,train,Språkprøven,Mobiltelefoner,telefon 
40,A2/B1,s0342,kvinne,engelsk,245,train,Språkprøven,Mobiltelefoner,telefon 
25,B1/B2,s0343,kvinne,engelsk,323,train,Språkprøven,Mobiltelefoner,telefon 
27,B1,s0344,kvinne,engelsk,251,train,Språkprøven,Nyheter,media 
31,A2/B1,s0345,kvinne,engelsk,266,train,Språkprøven,Mobiltelefoner,telefon 
25,B1,s0346,mann,engelsk,220,train,Språkprøven,Mobiltelefoner,telefon 
31,B1,s0347,mann,engelsk,246,train,Språkprøven,Mobiltelefoner,telefon 
34,B1/B2,s0348,kvinne,engelsk,224,train,Språkprøven,Mobiltelefoner,telefon 
36,B1,s0349,kvinne,engelsk,249,train,Språkprøven,Mobiltelefoner,telefon 
36,B1/B2,s0350,kvinne,engelsk,330,train,Språkprøven,Viktige verdier i livet,verdier 
29,B1,s0351,kvinne,engelsk,264,train,Språkprøven,Viktige verdier i livet,verdier 
30,B1,s0352,mann,engelsk,196,train,Språkprøven,Nyheter,media 
34,B1,s0353,mann,engelsk,231,train,Språkprøven,Mobiltelefoner,telefon 
25,B2/C1,s0354,kvinne,engelsk,416,train,Språkprøven,Nyheter,media 
32,B1,s0355,kvinne,engelsk,287,train,Språkprøven,Nyheter,media 
21,B1,s0356,kvinne,engelsk,259,train,Språkprøven,Mobiltelefoner,telefon 
37,B2,s0357,kvinne,engelsk,418,train,Språkprøven,Mobiltelefoner,telefon 
26,N/A,s0358,kvinne,nederlandsk,330,N/A,Språkprøven,Reise,reise geografi 
29,N/A,s0359,kvinne,nederlandsk,239,N/A,Språkprøven,Bolig og bosted,bolig 
36,N/A,s0360,kvinne,nederlandsk,261,N/A,Språkprøven,Bolig og bosted,bolig 
44,N/A,s0361,mann,nederlandsk,314,N/A,Språkprøven,Reise,reise geografi 
36,N/A,s0362,mann,nederlandsk,251,N/A,Språkprøven,Bolig og bosted,bolig 
27,N/A,s0363,mann,nederlandsk,324,N/A,Språkprøven,Reise,reise geografi 
38,N/A,s0364,kvinne,nederlandsk,282,N/A,Språkprøven,Bolig og bosted,bolig 
29,N/A,s0365,kvinne,nederlandsk,329,N/A,Språkprøven,Bolig og bosted,bolig 
29,N/A,s0366,mann,nederlandsk,264,N/A,Språkprøven,Bolig og bosted,bolig 
28,N/A,s0367,kvinne,nederlandsk,320,N/A,Språkprøven,Reise,reise geografi 
39,N/A,s0368,kvinne,nederlandsk,218,N/A,Språkprøven,Bolig og bosted,bolig 
35,N/A,s0369,kvinne,nederlandsk,349,N/A,Språkprøven,Reise,reise geografi 
46,N/A,s0370,kvinne,nederlandsk,338,N/A,Språkprøven,Reise,reise geografi 
39,N/A,s0371,mann,nederlandsk,258,N/A,Språkprøven,Bolig og bosted,bolig 
28,N/A,s0372,mann,nederlandsk,210,N/A,Språkprøven,Reise,reise geografi 
45,N/A,s0373,kvinne,nederlandsk,371,N/A,Språkprøven,Bolig og bosted,bolig 
44,N/A,s0374,mann,nederlandsk,261,N/A,Språkprøven,Reise,reise geografi 
24,N/A,s0375,mann,nederlandsk,235,N/A,Språkprøven,Reise,reise geografi 
37,N/A,s0376,mann,nederlandsk,232,N/A,Språkprøven,Reise,reise geografi 
23,N/A,s0377,kvinne,nederlandsk,373,N/A,Språkprøven,Reise,reise geografi 
19,N/A,s0378,kvinne,nederlandsk,251,N/A,Språkprøven,Å treffe andre mennesker,folk møte 
21,N/A,s0379,kvinne,nederlandsk,404,N/A,Språkprøven,Framtida,tid 
25,N/A,s0380,mann,nederlandsk,293,N/A,Språkprøven,Nyheter,media 
41,N/A,s0381,mann,nederlandsk,271,N/A,Språkprøven,Nyheter,media 
57,N/A,s0382,kvinne,nederlandsk,289,N/A,Språkprøven,Framtida,tid 
26,N/A,s0383,mann,nederlandsk,400,N/A,Språkprøven,Å treffe andre mennesker,folk møte 
41,N/A,s0384,kvinne,nederlandsk,212,N/A,Språkprøven,Å treffe andre mennesker,folk møte 
48,N/A,s0385,mann,nederlandsk,443,N/A,Språkprøven,Framtida,tid 
42,N/A,s0386,mann,nederlandsk,328,N/A,Språkprøven,Framtida,tid 
38,N/A,s0387,kvinne,nederlandsk,354,N/A,Språkprøven,Framtida,tid 
22,N/A,s0388,mann,nederlandsk,223,N/A,Språkprøven,Framtida,tid 
36,N/A,s0389,kvinne,nederlandsk,327,N/A,Språkprøven,Nyheter,media 
37,N/A,s0390,mann,nederlandsk,266,N/A,Språkprøven,Nyheter,media 
30,N/A,s0391,mann,nederlandsk,277,N/A,Språkprøven,Framtida,tid 
36,N/A,s0392,kvinne,nederlandsk,346,N/A,Språkprøven,Nyheter,media 
22,N/A,s0393,kvinne,nederlandsk,327,N/A,Språkprøven,Nyheter,media 
33,N/A,s0394,mann,nederlandsk,334,N/A,Språkprøven,Framtida,tid 
37,N/A,s0395,kvinne,nederlandsk,147,N/A,Språkprøven,Tanker om det å bli gammel,trafikk bolig 
23,N/A,s0396,mann,nederlandsk,232,N/A,Språkprøven,En sport du liker,idrett/sport 
39,N/A,s0397,mann,nederlandsk,491,N/A,Språkprøven,Tanker om det å bli gammel,trafikk bolig 
24,N/A,s0398,kvinne,nederlandsk,364,N/A,Språkprøven,En sport du liker,idrett/sport 
32,N/A,s0399,mann,nederlandsk,239,N/A,Språkprøven,Røyking,helse røyking 
28,N/A,s0400,kvinne,nederlandsk,300,N/A,Språkprøven,Røyking,helse røyking 
50,N/A,s0401,kvinne,nederlandsk,410,N/A,Språkprøven,Nordmenn,folk norge 
25,N/A,s0402,mann,nederlandsk,321,N/A,Språkprøven,Røyking,helse røyking 
34,N/A,s0403,mann,nederlandsk,283,N/A,Språkprøven,Røyking,helse røyking 
29,N/A,s0404,kvinne,nederlandsk,297,N/A,Språkprøven,Bomiljø,bolig 
28,N/A,s0405,kvinne,nederlandsk,291,N/A,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
50,N/A,s0406,mann,nederlandsk,240,N/A,Språkprøven,Konkurranse,idrett/sport konkurranse 
49,N/A,s0407,kvinne,nederlandsk,244,N/A,Språkprøven,Bomiljø,bolig 
48,N/A,s0408,kvinne,nederlandsk,252,N/A,Språkprøven,Konkurranse,idrett/sport konkurranse 
40,N/A,s0409,mann,nederlandsk,218,N/A,Språkprøven,Bomiljø,bolig 
35,N/A,s0410,kvinne,nederlandsk,240,N/A,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
34,N/A,s0411,mann,nederlandsk,327,N/A,Språkprøven,Bomiljø,bolig 
31,N/A,s0412,mann,nederlandsk,342,N/A,Språkprøven,Bomiljø,bolig 
20,N/A,s0413,kvinne,nederlandsk,535,N/A,Språkprøven,Konkurranse,idrett/sport konkurranse 
23,N/A,s0414,kvinne,nederlandsk,239,N/A,Språkprøven,Bomiljø,bolig 
41,N/A,s0415,mann,nederlandsk,371,N/A,Språkprøven,Bomiljø,bolig 
39,N/A,s0416,mann,nederlandsk,291,N/A,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
38,N/A,s0417,kvinne,nederlandsk,254,N/A,Språkprøven,Bomiljø,bolig 
32,N/A,s0418,kvinne,nederlandsk,479,N/A,Språkprøven,Bomiljø,bolig 
21,N/A,s0419,kvinne,nederlandsk,287,N/A,Språkprøven,Bomiljø,bolig 
24,N/A,s0420,kvinne,nederlandsk,320,N/A,Språkprøven,Bomiljø,bolig 
28,N/A,s0421,kvinne,nederlandsk,273,N/A,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
42,N/A,s0422,mann,nederlandsk,329,N/A,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
35,N/A,s0423,mann,nederlandsk,308,N/A,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
43,N/A,s0424,kvinne,nederlandsk,280,N/A,Språkprøven,Mobiltelefoner,telefon 
25,N/A,s0425,mann,nederlandsk,256,N/A,Språkprøven,Mobiltelefoner,telefon 
29,N/A,s0426,mann,nederlandsk,300,N/A,Språkprøven,Nyheter,media 
30,N/A,s0427,mann,nederlandsk,221,N/A,Språkprøven,Mobiltelefoner,telefon 
26,A2/B1,s0428,kvinne,tysk,202,train,Språkprøven,Møte med norsk kultur,kultur norge 
42,B1/B2,s0429,kvinne,tysk,354,train,Språkprøven,Møte med norsk kultur,kultur norge 
31,B1,s0430,kvinne,tysk,392,train,Språkprøven,Møte med norsk kultur,kultur norge 
29,B1/B2,s0431,mann,tysk,324,train,Språkprøven,Møte med norsk kultur,kultur norge 
28,B1/B2,s0432,mann,tysk,387,train,Språkprøven,Alkohol og alkoholvaner,rus 
21,B2,s0433,kvinne,tysk,370,train,Språkprøven,Møte med norsk kultur,kultur norge 
40,B1,s0434,mann,tysk,277,train,Språkprøven,Vennskap,folk relasjoner vennskap 
25,B1,s0435,kvinne,tysk,292,train,Språkprøven,Vennskap,folk relasjoner vennskap 
32,B1/B2,s0436,kvinne,tysk,379,train,Språkprøven,Alkohol og alkoholvaner,rus 
31,B1/B2,s0437,kvinne,tysk,660,train,Språkprøven,Møte med norsk kultur,kultur norge 
18,B2,s0438,kvinne,tysk,509,train,Språkprøven,Vennskap,folk relasjoner vennskap 
20,B1,s0439,kvinne,tysk,368,train,Språkprøven,Vennskap,folk relasjoner vennskap 
37,A2,s0440,kvinne,tysk,238,train,Språkprøven,Vennskap,folk relasjoner vennskap 
31,B1,s0441,kvinne,tysk,338,train,Språkprøven,Vennskap,folk relasjoner vennskap 
29,B1,s0442,mann,tysk,314,train,Språkprøven,Vennskap,folk relasjoner vennskap 
18,B1,s0443,kvinne,tysk,264,train,Språkprøven,Viktige verdier i livet,verdier 
43,B1,s0444,kvinne,tysk,259,train,Språkprøven,Mobiltelefoner,telefon 
28,B1,s0445,kvinne,tysk,291,train,Språkprøven,Mobiltelefoner,telefon 
29,B1,s0446,kvinne,tysk,261,train,Språkprøven,Mobiltelefoner,telefon 
29,B1,s0447,kvinne,tysk,261,train,Språkprøven,Viktige verdier i livet,verdier 
43,B1/B2,s0448,kvinne,tysk,329,train,Språkprøven,Mobiltelefoner,telefon 
29,A2/B1,s0449,mann,tysk,238,train,Språkprøven,Nyheter,media 
27,B2,s0450,kvinne,tysk,272,train,Språkprøven,Nyheter,media 
25,B1,s0451,kvinne,tysk,305,train,Språkprøven,Nyheter,media 
19,B1,s0452,kvinne,tysk,315,train,Språkprøven,Mobiltelefoner,telefon 
36,B1,s0453,kvinne,tysk,263,train,Språkprøven,Viktige verdier i livet,verdier 
32,B1/B2,s0454,kvinne,tysk,300,train,Språkprøven,Mobiltelefoner,telefon 
36,A2/B1,s0455,mann,tysk,275,train,Språkprøven,Viktige verdier i livet,verdier 
32,B1/B2,s0456,kvinne,tysk,260,train,Språkprøven,Viktige verdier i livet,verdier 
26,A2/B1,s0457,kvinne,tysk,229,train,Språkprøven,Mobiltelefoner,telefon 
50,A2/B1,s0458,mann,tysk,304,train,Språkprøven,Nyheter,media 
28,B1,s0459,mann,tysk,250,train,Språkprøven,Mobiltelefoner,telefon 
25,B1,s0460,kvinne,tysk,363,train,Språkprøven,Mobiltelefoner,telefon 
22,B1/B2,s0461,kvinne,tysk,293,train,Språkprøven,Mobiltelefoner,telefon 
43,A2/B1,s0462,mann,tysk,236,train,Språkprøven,Nyheter,media 
38,B1,s0463,kvinne,tysk,310,train,Språkprøven,Nyheter,media 
34,B1,s0464,kvinne,tysk,300,train,Språkprøven,Nyheter,media 
37,A2/B1,s0465,kvinne,tysk,250,train,Språkprøven,Mobiltelefoner,telefon 
61,B1,s0466,mann,tysk,251,train,Språkprøven,Nyheter,media 
38,A2,s0467,mann,tysk,251,train,Språkprøven,Mobiltelefoner,telefon 
29,B1/B2,s0468,kvinne,tysk,390,train,Språkprøven,Nyheter,media 
39,B1,s0469,mann,tysk,355,train,Språkprøven,Mobiltelefoner,telefon 
44,B1,s0470,mann,tysk,284,train,Språkprøven,Mobiltelefoner,telefon 
42,B1/B2,s0471,kvinne,tysk,259,train,Språkprøven,Nyheter,media 
30,B1,s0472,kvinne,russisk,317,train,Språkprøven,Vennskap,folk relasjoner vennskap 
38,B1,s0473,kvinne,russisk,281,train,Språkprøven,Møte med norsk kultur,kultur norge 
37,A2/B1,s0474,kvinne,russisk,276,train,Språkprøven,Vennskap,folk relasjoner vennskap 
33,B1,s0475,kvinne,russisk,334,train,Språkprøven,Møte med norsk kultur,kultur norge 
29,A2/B1,s0476,kvinne,russisk,301,train,Språkprøven,Vennskap,folk relasjoner vennskap 
25,B1,s0477,kvinne,russisk,274,train,Språkprøven,Møte med norsk kultur,kultur norge 
35,B1,s0478,kvinne,russisk,384,train,Språkprøven,Møte med norsk kultur,kultur norge 
36,A2/B1,s0479,kvinne,russisk,285,train,Språkprøven,Vennskap,folk relasjoner vennskap 
34,A2/B1,s0480,mann,russisk,238,train,Språkprøven,Møte med norsk kultur,kultur norge 
31,B1,s0481,kvinne,russisk,313,train,Språkprøven,Vennskap,folk relasjoner vennskap 
44,A2/B1,s0482,kvinne,russisk,322,train,Språkprøven,Møte med norsk kultur,kultur norge 
82,B1/B2,s0483,kvinne,russisk,249,train,Språkprøven,Alkohol og alkoholvaner,rus 
24,B1,s0484,kvinne,russisk,198,train,Språkprøven,Alkohol og alkoholvaner,rus 
47,A2/B1,s0485,kvinne,russisk,196,train,Språkprøven,Vennskap,folk relasjoner vennskap 
32,B1,s0486,kvinne,russisk,351,train,Språkprøven,Møte med norsk kultur,kultur norge 
22,A2/B1,s0487,kvinne,russisk,284,train,Språkprøven,Møte med norsk kultur,kultur norge 
29,B1,s0488,kvinne,russisk,180,train,Språkprøven,Møte med norsk kultur,kultur norge 
46,A2/B1,s0489,kvinne,russisk,192,train,Språkprøven,Møte med norsk kultur,kultur norge 
26,A2/B1,s0490,kvinne,russisk,228,train,Språkprøven,Møte med norsk kultur,kultur norge 
49,B1,s0491,kvinne,russisk,251,train,Språkprøven,Vennskap,folk relasjoner vennskap 
33,B1/B2,s0492,kvinne,russisk,328,train,Språkprøven,Vennskap,folk relasjoner vennskap 
36,A2,s0493,kvinne,russisk,219,train,Språkprøven,Vennskap,folk relasjoner vennskap 
55,A2/B1,s0494,kvinne,russisk,388,train,Språkprøven,Møte med norsk kultur,kultur norge 
18,A2/B1,s0495,kvinne,russisk,310,train,Språkprøven,Vennskap,folk relasjoner vennskap 
34,B1,s0496,kvinne,russisk,360,train,Språkprøven,Vennskap,folk relasjoner vennskap 
24,B1,s0497,kvinne,russisk,183,train,Språkprøven,Vennskap,folk relasjoner vennskap 
46,B1,s0498,kvinne,russisk,298,train,Språkprøven,Møte med norsk kultur,kultur norge 
32,B1,s0499,kvinne,russisk,261,test,Språkprøven,En religion du kjenner,religion 
41,B1/B2,s0500,mann,russisk,303,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
48,B1,s0501,kvinne,russisk,280,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
35,B2,s0502,kvinne,russisk,354,test,Språkprøven,En religion du kjenner,religion 
28,B1,s0503,kvinne,russisk,512,train,Språkprøven,Den norske naturen,natur norge 
31,A2/B1,s0504,kvinne,russisk,237,train,Språkprøven,Den norske naturen,natur norge 
39,A2/B1,s0505,kvinne,russisk,173,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
25,B1/B2,s0506,kvinne,russisk,456,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
32,A2,s0507,mann,russisk,183,train,Språkprøven,Den norske naturen,natur norge 
24,B1,s0508,kvinne,russisk,225,train,Språkprøven,Den norske naturen,natur norge 
29,B1,s0509,mann,russisk,235,train,Språkprøven,Den norske naturen,natur norge 
24,B1,s0510,kvinne,russisk,321,train,Språkprøven,Den norske naturen,natur norge 
35,A2/B1,s0511,kvinne,russisk,302,train,Språkprøven,Den norske naturen,natur norge 
32,B1,s0512,kvinne,russisk,239,train,Språkprøven,Den norske naturen,natur norge 
28,B1/B2,s0513,kvinne,russisk,334,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
18,A2/B1,s0514,kvinne,russisk,347,train,Språkprøven,Den norske naturen,natur norge 
39,A2/B1,s0515,kvinne,russisk,250,train,Språkprøven,Den norske naturen,natur norge 
24,B1/B2,s0516,kvinne,russisk,310,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
29,B1/B2,s0517,kvinne,russisk,317,train,Språkprøven,Den norske naturen,natur norge 
27,B1,s0518,mann,russisk,194,train,Språkprøven,Den norske naturen,natur norge 
38,B1,s0519,kvinne,russisk,267,train,Språkprøven,Den norske naturen,natur norge 
17,A2/B1,s0520,mann,russisk,299,test,Språkprøven,En religion du kjenner,religion 
29,B1,s0521,kvinne,russisk,503,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
24,B2,s0522,kvinne,russisk,275,test,Språkprøven,En religion du kjenner,religion 
46,B1,s0523,kvinne,russisk,374,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
44,B1,s0524,kvinne,russisk,258,train,Språkprøven,Den norske naturen,natur norge 
31,B1,s0525,kvinne,russisk,243,train,Språkprøven,Den norske naturen,natur norge 
22,B1,s0526,kvinne,russisk,266,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
24,A2/B1,s0527,kvinne,russisk,217,train,Språkprøven,Den norske naturen,natur norge 
42,A2,s0528,kvinne,russisk,208,train,Språkprøven,Den norske naturen,natur norge 
34,B1,s0529,kvinne,russisk,211,train,Språkprøven,Den norske naturen,natur norge 
30,B1,s0530,kvinne,russisk,427,train,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
31,B1,s0531,mann,russisk,249,train,Språkprøven,Den norske naturen,natur norge 
31,B1,s0532,kvinne,russisk,213,train,Språkprøven,Den norske naturen,natur norge 
